City,Income_Lakhs,Age,Car_Age,Digital_Usage_Score,Attire,Cookware,Color_Pref,Hardware_Interest,Service_Interest,Annual_Spend,Switch_Intent
Delhi,2.1072096000034333,20,3,4,Casual,Traditional,Pastel,Battery Monitor,AC Clean,36751.07402137777,1
Bangalore,1.1304647631833205,19,11,6,Western Formal,Cast Iron,Monochrome,None,Mobile Oil Change,37419.99877218286,1
Hyderabad,0.5520965077268886,50,12,10,Western Formal,Cast Iron,Pastel,OBD,None,36456.55899414952,1
Ahmedabad,0.5243448547036702,59,12,8,Casual,Cast Iron,Vibrant,None,AC Clean,31399.18069035479,1
Delhi,1.1035575352128817,36,9,3,Western Formal,Traditional,Pastel,Battery Monitor,AC Clean,38764.85729377747,1
Pune,1.821508382920571,34,6,5,Western Formal,Cast Iron,Monochrome,OBD,AC Clean,43124.11565328024,1
Delhi,1.1755464900920272,61,8,7,Western Formal,Smart Electric Pan,Pastel,Dashcam,AC Clean,33719.11403018494,1
Ahmedabad,1.3135391879435565,50,13,1,Saree/Traditional,Cast Iron,Vibrant,None,SOS,38068.387323711664,1
Hyderabad,0.6021949906957176,29,13,7,Saree/Traditional,Traditional,Pastel,Dashcam,None,30876.194222560836,1
Hyderabad,1.7898705797859287,66,7,8,Western Formal,Traditional,Pastel,OBD,AC Clean,41202.76051306156,1
Pune,0.5126048573007871,20,14,8,Casual,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,37303.20246528097,1
Delhi,0.8973021094370202,60,11,9,Saree/Traditional,Cast Iron,Monochrome,OBD,SOS,40166.362966460336,1
Hyderabad,1.5779489172277763,66,8,6,Casual,Cast Iron,Pastel,OBD,Mobile Oil Change,39817.37095976935,1
Ahmedabad,0.3,43,7,6,Western Formal,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,16833.33519892647,1
Bangalore,1.3043766898114246,52,1,2,Western Formal,Traditional,Pastel,None,Mobile Oil Change,21743.424945151524,0
Mumbai,0.5765558601649313,25,6,3,Casual,Traditional,Vibrant,OBD,None,20709.44595580495,1
Mumbai,1.209929639345468,69,1,4,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,25463.780542330926,0
Mumbai,0.988766635372838,53,12,4,Casual,Cast Iron,Vibrant,OBD,AC Clean,41779.77210598322,1
Delhi,2.463500895209093,24,11,8,Casual,Cast Iron,Pastel,Dashcam,SOS,56946.80689760906,1
Pune,0.9641272864800562,63,10,1,Western Formal,Cast Iron,Vibrant,None,SOS,34224.184692011986,1
Hyderabad,2.3055908237300056,63,1,10,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,Mobile Oil Change,37822.324129624954,1
Bangalore,1.5521713747100248,53,14,4,Casual,Traditional,Vibrant,Dashcam,SOS,47605.76503035518,1
Ahmedabad,0.7191246175621631,33,3,4,Saree/Traditional,Traditional,Vibrant,OBD,AC Clean,20902.89580272182,0
Bangalore,1.398486555155854,41,0,1,Western Formal,Traditional,Pastel,OBD,Mobile Oil Change,20779.375910536754,0
Ahmedabad,1.0173541521973128,18,14,3,Saree/Traditional,Traditional,Monochrome,None,AC Clean,43579.897486683236,1
Delhi,1.3452944944447403,66,4,5,Western Formal,Smart Electric Pan,Monochrome,Dashcam,None,30983.621384783768,1
Mumbai,0.77166540754004,42,5,6,Saree/Traditional,Traditional,Pastel,Dashcam,AC Clean,22736.524982672607,1
Delhi,2.2141065800075745,27,8,9,Casual,Smart Electric Pan,Pastel,None,AC Clean,52210.561897647756,1
Pune,1.7552388544780344,33,9,9,Western Formal,Traditional,Monochrome,Battery Monitor,AC Clean,46740.143043347176,1
Pune,1.2190689408969544,33,7,9,Casual,Cast Iron,Monochrome,Dashcam,AC Clean,31034.68475355821,1
Ahmedabad,2.2374688608417204,25,1,1,Western Formal,Cast Iron,Monochrome,None,None,37224.009675382986,0
Hyderabad,1.244567546449709,46,0,9,Saree/Traditional,Cast Iron,Pastel,Dashcam,Mobile Oil Change,20150.520682153532,1
Hyderabad,1.8585749789166988,56,1,8,Saree/Traditional,Smart Electric Pan,Vibrant,None,AC Clean,29671.340511113085,1
Ahmedabad,1.2229803525134546,45,6,2,Western Formal,Traditional,Pastel,OBD,Mobile Oil Change,32508.63555473029,1
Pune,1.436332556886347,23,3,1,Western Formal,Traditional,Monochrome,OBD,SOS,25571.03043410474,0
Pune,1.1511367314343321,33,9,1,Western Formal,Smart Electric Pan,Vibrant,Dashcam,AC Clean,37199.11536031505,1
Pune,1.2571808123243622,37,4,6,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,AC Clean,31752.791430467874,1
Delhi,1.3023191162327994,33,11,9,Western Formal,Smart Electric Pan,Monochrome,OBD,SOS,41504.53361721206,1
Pune,0.7981609005069639,24,6,7,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,Mobile Oil Change,28777.436333674254,1
Bangalore,0.9593587998461472,58,2,5,Casual,Smart Electric Pan,Vibrant,None,None,18822.40645657673,1
Mumbai,1.069946990108297,31,9,2,Western Formal,Cast Iron,Monochrome,Battery Monitor,AC Clean,32844.03556685119,1
Pune,1.337826610081378,60,1,1,Casual,Traditional,Pastel,Battery Monitor,SOS,23748.75715331985,0
Ahmedabad,1.1816525882979196,43,12,2,Casual,Smart Electric Pan,Vibrant,Battery Monitor,SOS,46242.978064660325,1
Mumbai,1.903819520295424,43,6,1,Casual,Cast Iron,Vibrant,OBD,AC Clean,42579.98424298606,1
Delhi,1.7082709913877845,31,4,3,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,33850.6962113093,1
Ahmedabad,1.0822034663847766,24,13,6,Casual,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,42342.95906427932,1
Mumbai,2.0290703384711635,50,14,8,Western Formal,Smart Electric Pan,Monochrome,OBD,AC Clean,54086.687778910375,1
Ahmedabad,2.323812374145274,43,0,3,Saree/Traditional,Traditional,Vibrant,None,SOS,39071.59011488253,0
Delhi,0.3,62,0,10,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,AC Clean,11192.010237114813,1
Bangalore,1.7593740510397673,37,8,9,Saree/Traditional,Smart Electric Pan,Monochrome,None,None,45241.08768470857,1
Delhi,0.7842094816011005,20,4,10,Saree/Traditional,Traditional,Vibrant,Battery Monitor,None,25116.410643227166,1
Delhi,1.6804488127939794,69,0,5,Saree/Traditional,Traditional,Vibrant,Dashcam,Mobile Oil Change,21131.169390073057,1
Ahmedabad,1.9429427643878592,21,6,7,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,None,39498.84461589047,1
Hyderabad,0.6738044432936687,43,8,8,Saree/Traditional,Traditional,Monochrome,Dashcam,SOS,33111.48749318157,1
Pune,0.3,28,10,3,Casual,Traditional,Vibrant,Battery Monitor,None,22926.818002702952,1
Pune,1.7012604529295188,19,0,2,Western Formal,Cast Iron,Monochrome,None,AC Clean,28591.205696261673,0
Bangalore,1.2812414894901667,31,9,2,Western Formal,Traditional,Pastel,None,SOS,33978.70365738082,1
Bangalore,0.3,61,13,5,Casual,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,28573.497003973524,1
Pune,2.717738703277693,47,12,1,Casual,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,500000.0,1
Hyderabad,1.5746516473539311,66,3,2,Saree/Traditional,Smart Electric Pan,Vibrant,None,None,29347.419253349763,0
Pune,1.6020600240750913,29,13,9,Saree/Traditional,Cast Iron,Pastel,Dashcam,Mobile Oil Change,52601.58058474049,1
Hyderabad,0.1,43,2,7,Casual,Smart Electric Pan,Pastel,Dashcam,AC Clean,37083.72714755159,1
Bangalore,0.8515056282920987,61,4,6,Saree/Traditional,Traditional,Monochrome,None,SOS,23111.83594374933,1
Mumbai,1.278272467253206,50,6,9,Western Formal,Traditional,Vibrant,OBD,AC Clean,34210.76859562396,1
Ahmedabad,0.4084068517321422,30,7,7,Western Formal,Traditional,Monochrome,OBD,AC Clean,15593.292965085453,1
Bangalore,0.8352309316288893,31,12,5,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,AC Clean,37559.66157470812,1
Bangalore,1.4313960002815427,41,1,9,Saree/Traditional,Traditional,Vibrant,None,AC Clean,25258.051817765452,1
Delhi,0.3,51,6,6,Saree/Traditional,Traditional,Pastel,OBD,SOS,23038.701516785834,1
Delhi,0.8182262725931513,61,13,6,Western Formal,Cast Iron,Vibrant,Battery Monitor,SOS,35755.47335782063,1
Delhi,0.6432396240373676,43,13,4,Saree/Traditional,Cast Iron,Vibrant,Dashcam,AC Clean,33233.79030000881,1
Ahmedabad,1.2852553473722068,38,0,1,Casual,Cast Iron,Vibrant,OBD,AC Clean,27017.172197264204,0
Delhi,1.5448207569992092,45,6,5,Saree/Traditional,Smart Electric Pan,Monochrome,None,Mobile Oil Change,38142.52598111032,1
Hyderabad,1.645291682625874,65,7,9,Casual,Traditional,Vibrant,None,Mobile Oil Change,37929.11821671821,1
Pune,1.7992899868668903,53,1,8,Saree/Traditional,Traditional,Vibrant,Dashcam,SOS,32518.58328112011,1
Mumbai,2.0232701079434223,57,8,8,Saree/Traditional,Traditional,Vibrant,None,Mobile Oil Change,44287.86922445908,1
Bangalore,1.5643472722100435,19,0,5,Western Formal,Cast Iron,Pastel,Battery Monitor,SOS,26237.96916554767,1
Hyderabad,2.332401539336649,59,12,9,Casual,Traditional,Pastel,Battery Monitor,SOS,57772.887762039725,1
Mumbai,1.2717015127588092,26,5,3,Casual,Traditional,Pastel,OBD,None,34870.068087493375,1
Hyderabad,1.0960073074496712,40,0,3,Casual,Traditional,Pastel,None,SOS,18902.763033540214,0
Hyderabad,1.564384418016024,32,2,1,Western Formal,Traditional,Monochrome,Battery Monitor,Mobile Oil Change,29048.42282079177,0
Bangalore,1.0701532950044468,30,10,9,Casual,Traditional,Monochrome,Dashcam,None,40501.553405694365,1
Pune,2.3115388372650294,40,5,6,Western Formal,Smart Electric Pan,Vibrant,None,Mobile Oil Change,49257.952000575075,1
Delhi,1.8785900838811271,34,2,2,Saree/Traditional,Traditional,Monochrome,OBD,SOS,30511.64145547099,0
Ahmedabad,1.6501668865197086,65,7,8,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,SOS,40837.409508962875,1
Pune,1.2788516064248105,19,4,9,Casual,Traditional,Vibrant,Dashcam,AC Clean,28646.336787063818,1
Ahmedabad,0.9555136971510823,37,1,9,Saree/Traditional,Smart Electric Pan,Vibrant,Dashcam,SOS,26014.924744829194,1
Bangalore,1.620795002740656,37,3,2,Saree/Traditional,Traditional,Pastel,Battery Monitor,None,23656.129975389445,0
Bangalore,0.5237415288918246,63,8,2,Casual,Traditional,Pastel,Dashcam,SOS,21330.792883108632,1
Bangalore,2.1206181200646124,20,3,7,Saree/Traditional,Traditional,Pastel,Battery Monitor,AC Clean,39769.38755564684,1
Mumbai,1.093417976768776,29,9,4,Casual,Traditional,Monochrome,Dashcam,SOS,34612.077366839585,1
Ahmedabad,1.3830640399444374,57,9,1,Casual,Cast Iron,Vibrant,Battery Monitor,SOS,37695.517002687935,0
Pune,0.6542393542840267,19,7,8,Saree/Traditional,Traditional,Pastel,None,SOS,25475.13472753392,1
Pune,1.6337917578715326,53,4,2,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,32019.622412504643,0
Hyderabad,0.9277550322970027,31,10,3,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,33840.216390139656,1
Hyderabad,1.589537274183059,33,10,5,Saree/Traditional,Cast Iron,Monochrome,None,SOS,45227.56811127739,1
Hyderabad,1.6544360813864336,36,9,3,Saree/Traditional,Traditional,Vibrant,Dashcam,None,47588.66785346433,1
Bangalore,0.8114207318468757,51,12,7,Western Formal,Smart Electric Pan,Pastel,None,AC Clean,41916.89188835607,1
Pune,0.5258825274516031,61,12,7,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,None,33191.22849208361,1
Ahmedabad,2.1191399499267267,63,13,2,Western Formal,Cast Iron,Vibrant,Battery Monitor,SOS,54501.06248826071,1
Bangalore,1.0846205795825508,23,14,7,Casual,Smart Electric Pan,Vibrant,Dashcam,AC Clean,42993.14691108401,1
Mumbai,1.3349092896273829,30,0,6,Saree/Traditional,Traditional,Monochrome,Battery Monitor,SOS,18481.364347636994,0
Hyderabad,1.491278714788045,53,6,10,Saree/Traditional,Traditional,Pastel,Dashcam,None,40028.884026730215,1
Bangalore,0.44777992206106776,39,2,9,Saree/Traditional,Traditional,Pastel,Battery Monitor,AC Clean,13782.494793617849,1
Bangalore,1.4775996820919326,35,9,9,Casual,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,43275.780007954265,1
Mumbai,1.2594759216927822,29,7,2,Western Formal,Traditional,Vibrant,OBD,Mobile Oil Change,33293.380776937556,1
Delhi,0.8138815813773652,69,13,7,Western Formal,Cast Iron,Vibrant,Dashcam,Mobile Oil Change,36315.36248825507,1
Pune,0.5060784090973625,47,11,5,Saree/Traditional,Traditional,Pastel,Dashcam,SOS,26927.929697002346,1
Ahmedabad,1.5635313287743617,68,2,6,Saree/Traditional,Traditional,Vibrant,OBD,AC Clean,28094.232452694425,1
Delhi,1.8766272049169275,57,0,1,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,None,30006.58705414475,0
Hyderabad,1.3071543104356818,24,4,7,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,None,29365.059644911427,1
Bangalore,0.33932079489018785,49,1,6,Casual,Cast Iron,Vibrant,OBD,SOS,3993.8809504083047,0
Mumbai,0.5656003096951618,65,10,4,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,SOS,25011.56655187394,1
Mumbai,0.9407257744055677,36,3,1,Casual,Smart Electric Pan,Monochrome,None,None,19108.77108368891,0
Pune,2.13877184469645,23,0,9,Saree/Traditional,Traditional,Monochrome,Battery Monitor,AC Clean,35590.346565154425,1
Delhi,1.0519496027406747,37,8,4,Western Formal,Traditional,Monochrome,None,SOS,33325.68213900511,1
Pune,0.91885864632108,44,5,2,Western Formal,Traditional,Monochrome,Dashcam,AC Clean,23700.66260190779,0
Bangalore,0.3,60,7,8,Saree/Traditional,Smart Electric Pan,Pastel,None,None,19211.8630748375,1
Pune,0.8059891259339333,54,10,2,Saree/Traditional,Traditional,Vibrant,OBD,AC Clean,29698.57790812176,1
Ahmedabad,0.46023818760550184,65,3,5,Casual,Traditional,Monochrome,OBD,Mobile Oil Change,14907.960445613156,1
Mumbai,0.59809210144632,24,8,6,Saree/Traditional,Smart Electric Pan,Vibrant,OBD,None,27025.528426958957,1
Mumbai,1.2719704080952454,22,1,8,Saree/Traditional,Cast Iron,Monochrome,OBD,Mobile Oil Change,23090.148086842368,1
Hyderabad,0.9593014766332936,28,8,1,Saree/Traditional,Smart Electric Pan,Pastel,None,None,25956.439882216786,1
Hyderabad,2.2196966716028075,32,11,1,Western Formal,Traditional,Pastel,None,Mobile Oil Change,53199.633849361504,1
Bangalore,1.846802023624486,20,4,4,Casual,Smart Electric Pan,Monochrome,None,AC Clean,34552.44561677269,0
Ahmedabad,0.8346696373137967,22,12,5,Western Formal,Cast Iron,Monochrome,OBD,None,36982.78545777636,1
Delhi,0.649909294955691,40,5,9,Casual,Cast Iron,Monochrome,OBD,None,26790.882484509773,1
Pune,2.029585161398516,54,2,7,Western Formal,Cast Iron,Pastel,Battery Monitor,Mobile Oil Change,32789.08465021092,1
Bangalore,2.19602549369009,26,3,7,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,AC Clean,44592.47249544092,1
Hyderabad,0.3,32,5,8,Western Formal,Cast Iron,Vibrant,OBD,None,18107.118780342396,1
Pune,1.255714574383021,20,6,5,Western Formal,Cast Iron,Pastel,Battery Monitor,SOS,34944.24074794595,1
Hyderabad,1.0488730152619636,46,0,5,Casual,Traditional,Monochrome,Dashcam,Mobile Oil Change,16425.862018543485,0
Pune,1.589472084035962,23,6,1,Casual,Traditional,Vibrant,Dashcam,None,30703.998118706186,0
Delhi,2.365600874496902,34,0,9,Western Formal,Smart Electric Pan,Pastel,OBD,AC Clean,39623.100423604745,1
Bangalore,0.909565788403321,43,4,6,Casual,Traditional,Pastel,None,AC Clean,27442.542595764236,1
Pune,0.3,38,5,9,Casual,Cast Iron,Monochrome,Dashcam,AC Clean,13918.435149954601,1
Ahmedabad,1.5474046200895581,25,12,3,Casual,Traditional,Vibrant,Dashcam,AC Clean,43280.13274591533,1
Mumbai,2.0339784411625215,38,1,5,Casual,Smart Electric Pan,Pastel,None,Mobile Oil Change,36071.27268690849,0
Ahmedabad,1.0177441310881352,28,14,2,Casual,Cast Iron,Pastel,Battery Monitor,None,39729.54129850347,1
Ahmedabad,0.7769775119162033,55,14,10,Western Formal,Traditional,Monochrome,None,Mobile Oil Change,45852.91780770797,1
Mumbai,0.9376443567733803,25,12,5,Casual,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,39620.892460991185,1
Ahmedabad,1.7101232202787409,59,9,8,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,42894.178356216005,1
Pune,0.9273234352290117,41,8,2,Western Formal,Cast Iron,Vibrant,None,SOS,27415.912479808965,1
Pune,1.397256180205707,52,13,8,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,45983.52406175285,1
Pune,1.216681749443964,31,9,4,Western Formal,Cast Iron,Monochrome,Dashcam,SOS,35921.465172799086,1
Mumbai,1.1547722325463403,31,5,10,Casual,Cast Iron,Pastel,OBD,Mobile Oil Change,31234.937535436053,1
Ahmedabad,1.6207753960513396,27,6,10,Saree/Traditional,Traditional,Pastel,Battery Monitor,AC Clean,39805.92348972747,1
Mumbai,0.9128520600814833,29,13,1,Casual,Smart Electric Pan,Vibrant,Dashcam,AC Clean,34118.66827444294,1
Pune,0.9416480638906326,55,14,5,Western Formal,Smart Electric Pan,Vibrant,None,Mobile Oil Change,500000.0,1
Ahmedabad,1.6785617099998524,61,9,1,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,40908.18244784403,1
Ahmedabad,0.6078448054988085,63,14,7,Western Formal,Cast Iron,Pastel,Dashcam,None,34335.06525773605,1
Hyderabad,0.6718678855066037,51,7,8,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,24488.88280103357,1
Hyderabad,0.443811425193844,58,10,3,Casual,Cast Iron,Vibrant,None,SOS,28900.094784642606,1
Delhi,1.7094065479659317,27,14,3,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,SOS,52612.06820128269,1
Bangalore,1.1368578191512395,34,12,7,Saree/Traditional,Smart Electric Pan,Pastel,Battery Monitor,AC Clean,42285.55188599854,1
Hyderabad,0.4118309123525602,34,9,4,Western Formal,Traditional,Pastel,OBD,None,20467.49936219916,1
Mumbai,1.712285137385441,20,0,3,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,27280.976542453132,0
Hyderabad,0.8666747030547386,48,13,8,Western Formal,Traditional,Monochrome,Battery Monitor,SOS,42592.71585541177,1
Delhi,0.6769931526978687,68,7,3,Western Formal,Traditional,Vibrant,None,AC Clean,18545.957648019248,1
Ahmedabad,1.0825928646738288,18,3,7,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,SOS,23272.044043553073,1
Delhi,2.087234165680735,29,9,2,Western Formal,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,50178.055526432894,1
Ahmedabad,0.9630226821020578,56,7,1,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,SOS,27920.07288998526,1
Ahmedabad,1.5452033184693508,21,12,6,Western Formal,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,44121.63482106541,1
Bangalore,1.6362480122705723,59,14,8,Saree/Traditional,Traditional,Pastel,OBD,Mobile Oil Change,54138.50877405905,1
Hyderabad,1.4659639788038437,30,5,1,Western Formal,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,27887.22652115993,0
Mumbai,1.9626429898045572,51,10,10,Saree/Traditional,Cast Iron,Pastel,OBD,SOS,48837.003743942856,1
Mumbai,0.7757303972206326,59,8,9,Western Formal,Cast Iron,Monochrome,OBD,None,27348.282427761307,1
Pune,0.5739990941697982,38,10,3,Western Formal,Smart Electric Pan,Pastel,Dashcam,SOS,32440.150861662354,1
Ahmedabad,0.562220006385003,39,3,3,Western Formal,Traditional,Monochrome,Dashcam,AC Clean,10024.169997062329,0
Mumbai,1.113318950820124,21,1,4,Saree/Traditional,Cast Iron,Monochrome,Dashcam,AC Clean,15312.09798845923,0
Bangalore,0.6317720052956826,35,13,1,Casual,Cast Iron,Vibrant,None,None,34126.545238818086,1
Ahmedabad,1.288524547119197,22,1,9,Western Formal,Traditional,Vibrant,None,None,25042.27686660796,1
Bangalore,1.246193051834936,36,4,3,Western Formal,Cast Iron,Vibrant,Dashcam,None,25683.09492374382,1
Mumbai,1.8111439819116244,19,9,10,Saree/Traditional,Traditional,Pastel,Battery Monitor,Mobile Oil Change,47408.63530253177,1
Mumbai,1.374686584941624,29,8,4,Western Formal,Cast Iron,Vibrant,Dashcam,None,33426.67846384963,1
Pune,0.950308886483131,34,11,1,Western Formal,Traditional,Monochrome,None,None,34731.01313425468,1
Mumbai,1.4465095226596096,27,2,4,Western Formal,Cast Iron,Vibrant,OBD,None,27526.41137664809,1
Ahmedabad,0.5818835880612355,51,7,1,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,25372.354175834687,1
Ahmedabad,1.1771155871854095,23,3,5,Casual,Cast Iron,Vibrant,Battery Monitor,AC Clean,30778.574321535445,1
Ahmedabad,1.3916407401573483,25,5,5,Casual,Cast Iron,Vibrant,OBD,AC Clean,31071.763506738924,1
Pune,1.277590558890076,68,9,7,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,None,34343.92028273385,1
Pune,1.4490390569615903,28,5,8,Western Formal,Smart Electric Pan,Pastel,OBD,AC Clean,35090.50898072582,1
Mumbai,0.8135723905723251,29,2,4,Western Formal,Smart Electric Pan,Monochrome,None,SOS,17002.165530239927,0
Delhi,1.8912188416857094,26,13,7,Casual,Smart Electric Pan,Monochrome,Battery Monitor,AC Clean,54034.02394245369,1
Delhi,2.2933013696374243,19,4,4,Casual,Traditional,Monochrome,Battery Monitor,Mobile Oil Change,38366.300181575905,1
Pune,0.3,25,11,3,Saree/Traditional,Traditional,Vibrant,OBD,SOS,25795.846628607356,1
Mumbai,0.470641202427451,28,2,6,Saree/Traditional,Cast Iron,Vibrant,OBD,AC Clean,14328.195012368906,1
Delhi,1.2258498048146313,53,10,4,Western Formal,Cast Iron,Pastel,None,AC Clean,40967.96141024829,1
Mumbai,1.0460694116682756,27,14,3,Western Formal,Cast Iron,Monochrome,OBD,SOS,40574.582766469255,1
Mumbai,2.3378474434636694,38,10,9,Casual,Traditional,Vibrant,OBD,AC Clean,54191.56344032141,1
Mumbai,1.3318705940546767,37,14,5,Western Formal,Cast Iron,Vibrant,None,AC Clean,45637.65531698495,1
Hyderabad,2.0355271522355745,65,0,7,Western Formal,Cast Iron,Vibrant,Dashcam,None,36133.945098468546,1
Ahmedabad,0.3,25,6,6,Casual,Traditional,Pastel,Dashcam,Mobile Oil Change,21858.32470749537,1
